INSERT INTO purchases (purchase_date, price, supplier_id, emp_id) VALUES
('2025-12-27', 6326328, 16, 1),
('2022-04-22', 2566196, 18, 29),
('2025-02-01', 5405112, 17, 2),
('2023-07-19', 8344760, 8, 23),
('2022-11-17', 3035329, 5, 24),
('2022-06-27', 4837942, 16, 8),
('2024-06-12', 7755925, 5, 18),
('2024-03-05', 5900212, 12, 28),
('2025-04-08', 2656635, 13, 2),
('2022-03-09', 3641066, 15, 8),
('2023-06-11', 7844546, 5, 20),
('2024-01-20', 7605780, 4, 7),
('2023-05-06', 1564025, 4, 17),
('2025-11-17', 7610093, 17, 28),
('2025-01-08', 3782846, 12, 12),
('2023-04-03', 4799503, 19, 15),
('2022-06-28', 9265358, 14, 28),
('2023-08-05', 5107628, 1, 1),
('2023-08-01', 7061616, 13, 28),
('2023-12-11', 2680992, 9, 19),
('2022-10-08', 2313915, 5, 23),
('2024-05-14', 9518467, 7, 13),
('2022-09-27', 1772282, 6, 1),
('2023-09-16', 9217903, 1, 23),
('2023-11-03', 2362108, 17, 28),
('2022-08-22', 8769610, 14, 1),
('2022-12-18', 5099660, 7, 4),
('2025-10-13', 1170791, 13, 23),
('2023-03-25', 5832320, 3, 14),
('2025-02-14', 6935861, 12, 25),
('2024-12-15', 4410545, 9, 20),
('2023-06-15', 5052155, 12, 9),
('2024-08-29', 8562841, 6, 9),
('2023-08-01', 6517200, 10, 20),
('2022-04-29', 9824257, 17, 24),
('2024-07-14', 3343042, 15, 14),
('2023-05-19', 8617236, 15, 29),
('2024-10-10', 1382598, 3, 21),
('2024-11-09', 5060615, 18, 8),
('2024-10-26', 7289544, 8, 25),
('2022-11-29', 9565418, 17, 25),
('2023-02-10', 6129733, 9, 5),
('2025-03-01', 2224405, 12, 24),
('2025-05-21', 2942302, 5, 18),
('2023-08-10', 7311595, 6, 30),
('2024-10-24', 790747, 14, 19),
('2022-07-25', 7866099, 8, 24),
('2023-12-12', 4946418, 14, 6),
('2022-12-26', 3786299, 14, 17),
('2024-01-23', 6998885, 9, 12),
('2024-01-05', 6062416, 4, 4),
('2024-07-19', 600744, 2, 15),
('2022-10-09', 5798781, 5, 17),
('2022-02-07', 4605277, 1, 8),
('2025-05-16', 5581541, 10, 27),
('2024-05-17', 3844875, 3, 5),
('2025-08-18', 9398514, 2, 7),
('2025-11-03', 8494419, 11, 28),
('2025-08-20', 9390947, 5, 27),
('2023-10-27', 933507, 9, 23),
('2023-12-19', 7419614, 19, 19),
('2024-04-30', 7650714, 8, 1),
('2022-05-27', 9298135, 16, 2),
('2024-04-14', 7960222, 12, 14),
('2022-07-01', 4681392, 8, 15),
('2022-03-29', 7309729, 13, 14),
('2025-08-19', 6202369, 17, 5),
('2025-05-10', 2195120, 18, 14),
('2024-06-08', 558634, 6, 2),
('2024-08-06', 6583979, 19, 7),
('2023-01-02', 4625789, 11, 22),
('2025-09-28', 8848493, 6, 8),
('2025-09-01', 8878543, 3, 26),
('2024-11-15', 3903534, 5, 23),
('2023-03-12', 615449, 19, 7),
('2022-01-13', 3081613, 4, 6),
('2022-03-17', 7272068, 13, 23),
('2022-11-19', 4582620, 9, 30),
('2025-11-11', 3553346, 7, 1),
('2024-01-27', 7544720, 1, 19),
('2025-02-10', 3698528, 8, 8),
('2023-08-01', 1970779, 5, 22),
('2024-12-29', 8187702, 10, 26),
('2023-04-08', 8724191, 7, 8),
('2024-06-11', 6582503, 14, 19),
('2024-11-12', 7389820, 8, 17),
('2024-04-17', 4247650, 16, 24),
('2024-07-23', 525417, 18, 7),
('2022-11-21', 550241, 11, 10),
('2022-03-19', 6300265, 8, 23),
('2025-03-13', 2613824, 12, 11),
('2022-06-25', 2001897, 11, 25),
('2025-05-16', 6753623, 12, 28),
('2025-12-04', 3246376, 12, 15),
('2025-07-23', 3290900, 5, 16),
('2022-03-17', 9264223, 9, 15),
('2023-03-09', 2957403, 3, 3),
('2025-08-14', 6082679, 6, 30),
('2024-08-24', 7953059, 2, 4),
('2023-03-28', 917747, 14, 22),
('2024-12-29', 9080084, 10, 17),
('2023-10-17', 6629420, 20, 16),
('2023-09-07', 4722008, 14, 18),
('2023-10-12', 6365900, 9, 2),
('2022-03-31', 8841728, 17, 8),
('2024-05-20', 5650666, 15, 10),
('2022-12-08', 5327176, 6, 29),
('2023-07-27', 3738978, 5, 30),
('2022-03-20', 7867524, 8, 19),
('2023-01-08', 6993878, 4, 6),
('2024-06-30', 5543758, 4, 20),
('2023-02-21', 7282797, 5, 27),
('2024-06-22', 5236196, 15, 13),
('2025-01-12', 3564255, 1, 27),
('2022-12-15', 8721399, 16, 29),
('2022-09-24', 3318226, 15, 19),
('2024-11-02', 6974985, 7, 4),
('2024-03-22', 4739134, 4, 26),
('2025-05-23', 2514078, 3, 7),
('2022-07-23', 4999443, 3, 30),
('2022-06-19', 7802562, 3, 8),
('2024-03-11', 5890522, 5, 4),
('2024-01-04', 4599617, 4, 11),
('2023-12-26', 4166327, 16, 25),
('2025-11-13', 9237783, 19, 29),
('2025-09-23', 5636204, 11, 6),
('2025-06-25', 2402374, 20, 3),
('2025-08-21', 3343615, 6, 16),
('2025-08-05', 1943078, 15, 8),
('2023-01-08', 3559673, 13, 4),
('2022-01-01', 9712626, 7, 8),
('2023-07-22', 5687904, 18, 7),
('2025-07-24', 4781627, 7, 22),
('2024-07-15', 3580876, 8, 25),
('2024-02-13', 1092118, 5, 12),
('2025-09-10', 7673252, 16, 16),
('2022-12-06', 6008888, 17, 8),
('2023-12-07', 9770548, 16, 13),
('2024-07-12', 7486441, 11, 22),
('2022-04-06', 3102748, 12, 19),
('2022-03-11', 1965165, 4, 9),
('2025-05-18', 1860153, 10, 4),
('2023-11-23', 4060091, 15, 26),
('2022-06-11', 2202470, 10, 29),
('2024-06-10', 7942086, 6, 2),
('2023-08-06', 6787304, 15, 5),
('2024-03-19', 4975337, 9, 30),
('2022-05-10', 2323640, 11, 28),
('2023-06-29', 7944218, 15, 5),
('2023-04-06', 7323596, 13, 29),
('2025-06-17', 1143994, 14, 10),
('2025-11-18', 1829141, 13, 14),
('2023-03-21', 2592009, 10, 9),
('2022-03-09', 7387720, 10, 30),
('2025-01-16', 8764716, 13, 12),
('2023-05-10', 6764282, 15, 13),
('2022-08-25', 6225946, 8, 12),
('2022-03-27', 9325435, 14, 22),
('2022-05-07', 2421178, 1, 5),
('2024-01-03', 7085624, 14, 28),
('2024-09-26', 9573766, 19, 28),
('2023-09-17', 1708393, 9, 22),
('2023-06-27', 3161602, 12, 13),
('2023-01-13', 5732468, 14, 17),
('2025-12-30', 2700198, 4, 20),
('2024-03-24', 6166604, 20, 17),
('2023-11-04', 3870176, 10, 4),
('2022-11-15', 3445384, 13, 28),
('2022-11-22', 1347283, 2, 28),
('2023-06-13', 6163806, 9, 15),
('2022-09-29', 2284385, 8, 30),
('2023-05-17', 6424740, 1, 14),
('2025-08-23', 2005424, 9, 21),
('2025-10-17', 9416958, 4, 21),
('2025-03-27', 7586343, 14, 9),
('2023-07-12', 9447684, 19, 3),
('2022-09-14', 8895352, 1, 22),
('2024-01-31', 2147671, 10, 20),
('2025-03-28', 954181, 9, 30),
('2024-06-14', 4552651, 13, 24),
('2024-09-14', 9535201, 13, 29),
('2022-03-14', 9996299, 15, 9),
('2022-10-24', 5225726, 2, 19),
('2024-11-10', 730459, 7, 12),
('2022-05-18', 3386397, 12, 16),
('2023-10-14', 7588406, 19, 5),
('2025-11-04', 9514391, 1, 11),
('2024-04-16', 7564418, 8, 12),
('2024-04-30', 9615826, 9, 30),
('2024-10-05', 9148946, 7, 6),
('2024-06-05', 6724479, 18, 15),
('2024-02-25', 3985908, 4, 16),
('2022-05-14', 3083728, 14, 3),
('2023-08-26', 9960625, 11, 8),
('2024-08-10', 7545379, 11, 5),
('2023-05-09', 7920168, 9, 22),
('2025-11-22', 5716792, 12, 24),
('2022-07-05', 2822203, 18, 1),
('2022-10-06', 8435001, 18, 22),
('2024-07-06', 5326482, 20, 6),
('2024-01-29', 1548650, 18, 22),
('2022-01-16', 9584105, 12, 22),
('2025-02-10', 4938131, 14, 28),
('2025-03-29', 4813086, 14, 20),
('2022-04-30', 3846183, 13, 17),
('2022-08-26', 1165984, 20, 16),
('2023-06-27', 1192394, 1, 1),
('2022-11-20', 7310377, 9, 22),
('2022-03-02', 6870240, 7, 5),
('2025-03-03', 9464741, 1, 10),
('2025-12-07', 5466233, 16, 23),
('2022-11-15', 2916717, 16, 15),
('2025-03-23', 8996292, 6, 4),
('2023-04-03', 4501834, 1, 15),
('2022-05-11', 4310734, 18, 17),
('2023-01-26', 5214775, 12, 27),
('2023-11-05', 9957209, 4, 9),
('2025-05-15', 4203449, 7, 18),
('2022-01-25', 9283915, 16, 15),
('2023-09-06', 8534069, 6, 6),
('2025-08-24', 1254497, 19, 15),
('2024-02-11', 1895344, 19, 18),
('2024-04-01', 5313983, 16, 28),
('2024-01-18', 555201, 5, 9),
('2024-10-09', 3362256, 19, 25),
('2025-01-03', 2583414, 6, 16),
('2025-02-10', 7048676, 6, 17),
('2025-08-24', 4188870, 10, 9),
('2022-06-11', 5380079, 7, 27),
('2024-12-07', 717839, 1, 15),
('2022-01-30', 3624642, 5, 7),
('2025-04-01', 3223838, 13, 29),
('2023-12-25', 4357447, 5, 3),
('2023-05-15', 1542855, 7, 21),
('2024-12-21', 1253612, 9, 23),
('2024-05-18', 1920722, 5, 1),
('2024-02-03', 8400338, 5, 5),
('2024-07-26', 2205359, 2, 29),
('2024-11-25', 2265449, 7, 4),
('2022-08-13', 9004936, 4, 13),
('2023-03-03', 5082370, 1, 27),
('2022-06-10', 7067642, 13, 22),
('2022-09-14', 4008344, 4, 29),
('2023-02-19', 3627676, 8, 19),
('2024-06-04', 3503647, 10, 26),
('2024-04-02', 1505456, 14, 12),
('2022-09-22', 7860629, 5, 22),
('2025-08-31', 1912311, 1, 15),
('2023-12-30', 9838238, 10, 9),
('2023-11-06', 3187768, 20, 3),
('2024-02-06', 2815555, 13, 20),
('2023-02-13', 9346000, 5, 23),
('2022-01-21', 6915061, 9, 18),
('2022-10-27', 2446032, 5, 4),
('2025-05-24', 5143546, 13, 29),
('2024-03-12', 7518133, 13, 4),
('2024-01-18', 4577431, 3, 8),
('2022-11-25', 3743255, 12, 17),
('2023-06-29', 2079960, 13, 1),
('2022-05-17', 5681922, 19, 21),
('2025-03-21', 6113338, 4, 13),
('2022-02-14', 1248774, 5, 9),
('2024-12-21', 8893815, 1, 18),
('2022-05-26', 7274818, 7, 19),
('2022-06-18', 3075978, 20, 10),
('2024-06-16', 649853, 14, 20),
('2024-01-11', 8772593, 1, 15),
('2024-07-16', 1533608, 16, 20),
('2022-10-14', 9118498, 17, 23),
('2025-04-28', 2079024, 15, 27),
('2025-01-03', 7232367, 12, 22),
('2023-02-19', 3478012, 10, 3),
('2023-10-04', 9219144, 16, 19),
('2022-04-26', 8412911, 12, 30),
('2022-11-10', 9173288, 10, 20),
('2023-07-22', 994801, 4, 17),
('2025-03-04', 4625660, 9, 11),
('2023-01-26', 4351105, 17, 27),
('2025-06-12', 8120255, 1, 9),
('2024-03-17', 5499812, 9, 9),
('2022-09-20', 2523895, 20, 25),
('2022-10-16', 2184207, 18, 16),
('2022-01-15', 1155703, 2, 10),
('2025-03-02', 7805913, 19, 8),
('2025-12-23', 8652732, 14, 28),
('2025-04-17', 7818831, 2, 4),
('2023-12-08', 7500431, 6, 13),
('2025-07-22', 7698291, 15, 8),
('2023-05-13', 7433984, 1, 14),
('2025-09-06', 4654108, 19, 26),
('2025-10-05', 9293747, 15, 7),
('2022-12-05', 4628838, 20, 17),
('2023-06-26', 1599248, 18, 6),
('2023-06-11', 2471216, 2, 4),
('2025-12-17', 5946087, 19, 20),
('2024-11-27', 8046451, 17, 30),
('2024-01-21', 7876487, 16, 22),
('2025-10-04', 8590222, 1, 28),
('2023-12-10', 6429862, 2, 3),
('2023-12-03', 9320571, 14, 17),
('2023-12-17', 4396403, 3, 6),
('2023-12-10', 5120253, 1, 11),
('2022-03-07', 2370954, 11, 3),
('2025-06-22', 2830292, 11, 23),
('2022-02-16', 5693873, 12, 27),
('2024-03-13', 5947187, 2, 5),
('2023-09-08', 9626794, 16, 29),
('2022-04-24', 2202577, 14, 27),
('2023-12-16', 4668918, 20, 19),
('2023-03-31', 2053763, 19, 7),
('2024-11-11', 6138843, 2, 17),
('2022-01-18', 9674869, 12, 19),
('2023-09-05', 8481160, 1, 17),
('2025-06-03', 1917368, 15, 11),
('2024-09-07', 1828794, 15, 27),
('2023-03-15', 3413937, 4, 28),
('2023-03-27', 1469282, 4, 8),
('2022-12-15', 2249743, 2, 24),
('2023-07-19', 640251, 4, 14),
('2022-10-12', 4786080, 2, 15),
('2022-08-28', 4450629, 2, 10),
('2024-07-23', 1792893, 15, 2),
('2023-04-21', 7365915, 18, 12),
('2024-07-11', 1245774, 2, 7),
('2023-11-23', 4745971, 14, 27),
('2023-11-23', 7761843, 20, 30),
('2024-05-05', 4617108, 11, 29),
('2024-03-04', 8240334, 20, 26),
('2023-12-30', 1875476, 14, 9),
('2024-02-12', 8296999, 13, 28),
('2023-04-26', 9893449, 7, 30),
('2024-02-06', 9809962, 14, 14),
('2023-02-18', 5159285, 11, 12),
('2023-02-02', 6142427, 9, 8),
('2023-08-17', 7421457, 17, 5),
('2024-03-19', 4633084, 15, 14),
('2023-01-24', 5723014, 7, 7),
('2022-06-24', 1614248, 5, 6),
('2024-10-08', 5435414, 12, 25),
('2024-12-19', 4605065, 1, 23),
('2022-11-11', 7531461, 12, 27),
('2022-02-24', 3778316, 14, 12),
('2024-04-29', 8010742, 4, 8),
('2025-10-24', 8000421, 12, 17),
('2024-09-29', 2945995, 14, 15),
('2023-07-08', 9531812, 20, 20),
('2023-01-12', 2360949, 15, 1),
('2025-08-19', 7761538, 5, 26),
('2022-02-23', 5215052, 5, 8),
('2022-01-10', 9879242, 4, 23),
('2025-12-11', 5645608, 20, 19),
('2022-10-22', 551015, 11, 26),
('2024-01-23', 7151363, 9, 7),
('2025-01-23', 4489241, 8, 15),
('2023-07-22', 4043878, 16, 27),
('2023-10-15', 8493627, 8, 17),
('2025-07-04', 1338100, 15, 26),
('2022-08-21', 2144479, 4, 7),
('2022-05-18', 2087790, 20, 4),
('2024-12-25', 5463940, 19, 27),
('2025-11-30', 6375566, 12, 19),
('2022-04-16', 3304461, 4, 6),
('2025-11-29', 9594719, 10, 29),
('2023-04-29', 1022955, 7, 9),
('2025-12-13', 8128685, 6, 30),
('2022-07-28', 4982496, 1, 29),
('2023-11-01', 1889851, 19, 22),
('2025-04-30', 3709666, 14, 5),
('2023-03-05', 6255407, 8, 3),
('2023-07-25', 575618, 17, 14),
('2024-07-20', 1036993, 4, 20),
('2022-11-03', 1629528, 4, 5),
('2025-07-26', 2575338, 6, 17),
('2023-07-05', 2977564, 20, 11),
('2023-08-07', 7643198, 14, 14),
('2024-07-27', 6628260, 3, 18),
('2022-09-21', 1862967, 4, 1),
('2024-12-18', 1023110, 2, 12),
('2024-03-18', 1367267, 4, 19),
('2022-03-02', 3522640, 5, 25),
('2023-09-23', 5072267, 19, 6),
('2024-11-21', 6823136, 10, 22),
('2023-05-14', 9307273, 17, 2),
('2025-06-07', 9186526, 5, 28),
('2022-10-25', 9353752, 18, 3),
('2022-05-11', 1262442, 16, 4),
('2024-07-18', 2492859, 7, 16),
('2025-12-10', 2882393, 10, 22),
('2022-09-20', 9429182, 3, 2),
('2025-06-21', 6572372, 20, 29),
('2024-04-25', 3178077, 18, 12),
('2022-02-01', 7091358, 5, 25),
('2025-09-07', 5572589, 7, 30),
('2022-11-26', 4770551, 11, 14),
('2025-02-17', 726091, 12, 1),
('2023-07-29', 6986968, 14, 25),
('2024-11-15', 7679279, 10, 20),
('2025-01-27', 6306391, 12, 21),
('2024-07-25', 2196212, 8, 14),
('2025-06-17', 3257349, 3, 22),
('2024-05-29', 976330, 16, 30),
('2025-12-07', 2744030, 16, 20),
('2024-09-14', 1614636, 10, 5),
('2025-08-30', 5748093, 6, 18),
('2023-05-19', 3480424, 3, 7),
('2023-11-02', 8883939, 9, 9),
('2025-12-24', 4735510, 10, 19),
('2023-01-16', 4833342, 1, 5),
('2024-05-15', 3039640, 16, 13),
('2025-05-17', 6912162, 7, 8),
('2024-12-22', 8994308, 20, 25),
('2022-06-17', 1804139, 1, 30),
('2023-04-01', 9442485, 1, 24),
('2024-10-03', 9196955, 19, 13),
('2022-01-01', 3030109, 2, 30),
('2024-08-16', 4785724, 10, 2),
('2024-01-22', 6623603, 2, 4),
('2024-08-29', 1893587, 5, 3),
('2025-04-24', 3130397, 15, 23),
('2024-07-17', 626641, 15, 22),
('2025-09-20', 7507239, 17, 26),
('2024-01-02', 2790181, 20, 4),
('2022-08-03', 2150171, 14, 7),
('2025-06-18', 4385905, 10, 4),
('2024-08-26', 3112498, 5, 9),
('2022-10-27', 7275820, 4, 12),
('2022-05-24', 7857920, 15, 6),
('2022-03-09', 7458669, 19, 23),
('2024-02-08', 1547846, 6, 29),
('2024-03-28', 1410702, 13, 4),
('2022-01-31', 5299988, 7, 20),
('2023-05-29', 5668929, 3, 23),
('2024-01-09', 1281293, 15, 5),
('2023-05-22', 9757060, 19, 28),
('2022-09-30', 7688220, 8, 26),
('2023-11-13', 9484551, 9, 27),
('2023-03-30', 9003448, 13, 22),
('2023-10-25', 6477643, 4, 14),
('2024-03-03', 7643647, 8, 2),
('2023-05-06', 7965829, 19, 7),
('2024-08-24', 681497, 15, 30),
('2025-05-28', 4737089, 8, 14),
('2022-04-22', 8311769, 10, 18),
('2023-04-24', 5291413, 17, 12),
('2024-11-24', 9674553, 14, 4),
('2022-12-13', 513659, 13, 20),
('2023-02-28', 8627899, 8, 6),
('2024-01-15', 4287370, 10, 25),
('2024-02-24', 5398746, 2, 13),
('2025-12-06', 3732419, 17, 14),
('2025-10-16', 3975448, 10, 30),
('2024-01-14', 1045586, 9, 12),
('2023-03-13', 6501324, 8, 19),
('2022-06-13', 9781048, 13, 4),
('2024-05-06', 3097133, 11, 25),
('2024-02-05', 7250028, 1, 16),
('2022-06-20', 9593842, 13, 25),
('2025-02-15', 6480458, 9, 11),
('2023-01-31', 7244006, 8, 18),
('2023-06-12', 9770505, 15, 27),
('2023-03-17', 9115007, 8, 28),
('2024-04-02', 878689, 8, 15),
('2022-07-06', 2266224, 20, 15),
('2025-12-19', 8014104, 6, 21),
('2023-02-19', 5759759, 19, 30),
('2022-01-07', 7107199, 20, 6),
('2025-06-24', 4932630, 18, 14),
('2025-03-20', 4688371, 13, 23),
('2023-03-17', 7808980, 13, 4),
('2024-05-30', 3816486, 6, 29),
('2022-09-23', 1082034, 20, 26),
('2024-02-08', 7010506, 15, 20),
('2024-06-15', 8753362, 11, 21),
('2023-01-14', 7520813, 7, 2),
('2024-08-28', 4097964, 11, 19),
('2022-06-10', 8454169, 18, 22),
('2022-08-14', 8427721, 10, 1),
('2025-09-04', 8120591, 3, 22),
('2022-06-14', 2898023, 9, 13),
('2024-01-10', 3191572, 11, 6),
('2024-05-11', 9156820, 13, 18),
('2023-01-27', 1853289, 9, 29),
('2024-11-13', 3159738, 6, 24),
('2025-04-19', 9628675, 11, 25),
('2024-01-26', 1815915, 4, 20),
('2022-03-22', 9364509, 15, 22),
('2024-09-14', 5254580, 11, 6),
('2022-08-26', 7099949, 16, 16),
('2023-02-12', 7406434, 17, 17),
('2025-03-06', 4854442, 5, 23),
('2025-06-22', 5321386, 17, 14),
('2023-04-06', 1987861, 7, 16),
('2022-07-18', 3459227, 19, 5),
('2025-01-28', 9240544, 16, 13),
('2024-07-03', 4306132, 10, 30),
('2022-02-10', 2184148, 15, 18),
('2023-05-07', 516684, 16, 1),
('2025-11-01', 8200110, 11, 12),
('2022-03-19', 2836442, 5, 7),
('2024-10-19', 3153712, 19, 2),
('2024-10-06', 4449215, 4, 28),
('2025-03-18', 1441455, 18, 16),
('2023-07-23', 9911501, 19, 17),
('2022-08-14', 4389344, 1, 30),
('2023-02-26', 3452090, 9, 2),
('2023-01-21', 9820836, 4, 3),
('2022-05-31', 5613412, 6, 19),
('2025-12-14', 3933928, 15, 14),
('2024-03-29', 4232035, 10, 22),
('2023-02-26', 5538170, 20, 16),
('2023-04-16', 2842260, 8, 19),
('2025-08-19', 9041679, 4, 20),
('2025-07-31', 6137165, 11, 16),
('2024-01-01', 4954791, 1, 13),
('2024-03-13', 4592817, 4, 22),
('2024-01-07', 6929714, 7, 8),
('2025-04-18', 2867309, 1, 14),
('2023-09-23', 7721667, 5, 9),
('2023-09-15', 2695836, 13, 29),
('2024-04-18', 7270490, 11, 4),
('2025-11-30', 4165185, 3, 15),
('2024-01-22', 8289230, 4, 7),
('2023-12-31', 4726576, 11, 16),
('2022-12-25', 8323929, 15, 30),
('2023-03-28', 3308917, 17, 11),
('2024-04-05', 7781614, 7, 9),
('2022-03-25', 6096007, 5, 24),
('2024-09-23', 6661702, 11, 16),
('2023-04-19', 6061929, 14, 15),
('2022-08-08', 4780423, 8, 15),
('2025-09-09', 2441849, 9, 11),
('2022-05-17', 9649587, 15, 15),
('2023-05-10', 9222296, 12, 2),
('2025-05-01', 1137499, 11, 21),
('2025-05-04', 8232925, 14, 7),
('2022-04-21', 1798344, 8, 11),
('2024-10-10', 4816908, 7, 20),
('2024-05-12', 9221286, 7, 13),
('2025-12-02', 5139794, 13, 17),
('2022-01-15', 5547057, 7, 20),
('2025-09-16', 5489204, 20, 20),
('2023-02-14', 5337429, 1, 2),
('2024-02-24', 844764, 5, 4),
('2025-05-22', 1136765, 7, 20),
('2024-05-12', 7708906, 11, 24),
('2024-03-06', 7185394, 20, 4),
('2023-07-03', 8872732, 13, 9),
('2023-11-30', 2028411, 15, 22),
('2024-02-10', 9781383, 6, 25),
('2024-04-29', 2278980, 7, 18),
('2025-10-28', 8930302, 19, 21),
('2023-08-19', 3852532, 20, 25),
('2023-03-19', 6366363, 13, 30),
('2022-07-17', 3160541, 3, 16),
('2022-03-11', 2138918, 10, 27),
('2022-12-25', 1674481, 16, 5),
('2023-03-15', 9863417, 12, 26),
('2025-12-09', 3099873, 11, 24),
('2024-03-23', 7869258, 12, 19),
('2024-09-17', 6990731, 14, 15),
('2022-02-03', 1567026, 8, 15),
('2024-09-18', 3203086, 5, 28),
('2023-03-23', 1306197, 14, 18),
('2025-09-20', 7364367, 16, 3),
('2025-05-23', 6096638, 13, 2),
('2023-05-08', 3736950, 4, 10),
('2025-03-19', 7046969, 4, 24),
('2025-04-29', 8749807, 12, 23),
('2024-08-11', 7086089, 3, 27),
('2024-12-03', 6857101, 3, 7),
('2022-08-31', 8777677, 13, 14),
('2022-03-23', 1236449, 1, 13),
('2023-07-17', 2790418, 12, 3),
('2024-02-05', 6080366, 12, 3),
('2025-02-23', 5492522, 3, 20),
('2025-03-20', 5153790, 2, 3),
('2022-01-04', 2881505, 12, 9),
('2024-05-22', 3969966, 7, 26),
('2022-09-15', 1304298, 18, 7),
('2025-05-11', 3279114, 11, 20),
('2025-09-15', 3355496, 16, 19),
('2023-03-15', 2504252, 3, 17),
('2024-12-31', 4803015, 7, 28),
('2022-08-06', 716898, 18, 17),
('2023-01-11', 7914176, 14, 21),
('2022-09-28', 1384753, 13, 26),
('2025-01-28', 5982877, 8, 5),
('2024-08-16', 581729, 18, 13),
('2022-11-19', 3400908, 3, 23),
('2022-08-05', 9764539, 16, 28),
('2025-06-02', 5694018, 8, 21),
('2023-07-23', 9379360, 16, 18),
('2024-07-25', 5094657, 11, 1),
('2025-05-19', 8174467, 13, 11),
('2024-02-16', 1791363, 8, 5),
('2022-11-02', 7294304, 1, 22),
('2025-11-04', 3894906, 3, 1),
('2024-01-08', 3554526, 11, 1),
('2025-02-10', 8649971, 12, 2),
('2024-01-14', 5550604, 13, 30),
('2023-12-24', 4852885, 20, 4),
('2023-05-29', 1682328, 2, 21),
('2023-03-27', 8570887, 12, 7),
('2023-05-09', 5589926, 13, 28),
('2022-02-07', 2073404, 10, 25),
('2024-01-18', 3523906, 6, 9),
('2025-06-29', 8663610, 12, 28),
('2024-04-14', 5677264, 17, 5),
('2024-07-15', 3865944, 14, 21),
('2022-07-02', 1838451, 14, 29),
('2024-06-11', 3382942, 18, 16),
('2022-05-05', 589214, 10, 25),
('2022-05-24', 1722875, 5, 13),
('2022-01-22', 594307, 19, 18),
('2024-03-11', 2565159, 18, 6),
('2023-08-29', 8842460, 3, 4),
('2024-06-10', 3244297, 4, 3),
('2025-12-15', 2373532, 4, 18),
('2025-11-29', 4355255, 19, 30),
('2023-12-15', 1874513, 6, 14),
('2023-05-16', 1975781, 3, 30),
('2023-06-26', 9689395, 14, 17),
('2023-03-29', 6328199, 10, 20),
('2024-04-19', 598204, 17, 27),
('2025-04-27', 8598200, 3, 13),
('2022-08-19', 9366730, 14, 30),
('2023-12-08', 3168635, 6, 13),
('2023-04-07', 8235908, 6, 27),
('2024-10-13', 5720784, 10, 15),
('2023-05-27', 798251, 16, 9),
('2025-03-16', 1242124, 6, 4),
('2022-09-02', 5434004, 14, 8),
('2025-06-09', 1288103, 3, 10),
('2023-03-01', 4240313, 20, 20),
('2024-03-15', 5701331, 3, 1),
('2022-01-25', 8266394, 13, 22),
('2023-04-18', 3748588, 5, 30),
('2022-08-06', 6530276, 15, 1),
('2025-07-14', 7898715, 4, 19),
('2023-08-27', 6614341, 15, 30),
('2025-06-27', 8917023, 12, 2),
('2025-08-11', 749287, 10, 7),
('2024-12-11', 1148892, 3, 1),
('2025-09-24', 897805, 17, 26),
('2024-11-30', 2852114, 15, 16),
('2022-02-17', 7726936, 10, 9),
('2024-01-18', 1626217, 3, 17),
('2024-03-31', 1263996, 7, 25),
('2023-12-30', 3902092, 6, 20),
('2023-05-12', 2165760, 17, 18),
('2025-03-28', 8400357, 20, 7),
('2024-08-05', 4301588, 10, 6),
('2025-09-09', 6089461, 5, 21),
('2025-07-22', 2035781, 4, 6),
('2023-07-29', 4691634, 9, 8),
('2025-06-30', 5020553, 12, 30),
('2024-09-10', 5102964, 13, 9),
('2025-02-10', 4640916, 15, 1),
('2023-12-31', 6860240, 13, 27),
('2024-09-23', 1362421, 6, 25),
('2025-08-21', 6785950, 15, 29),
('2023-10-21', 1475678, 15, 26),
('2025-02-11', 4828412, 12, 25),
('2022-07-22', 554046, 15, 17),
('2022-11-09', 3640947, 12, 16),
('2022-02-22', 4966474, 17, 28),
('2025-09-24', 717539, 20, 25),
('2025-03-01', 8399207, 8, 16),
('2024-10-08', 2059206, 6, 16),
('2025-02-01', 1602549, 17, 9),
('2023-06-24', 3600060, 20, 17),
('2024-09-15', 3585924, 2, 8),
('2023-12-07', 1675275, 3, 9),
('2025-08-24', 1439981, 8, 22),
('2024-06-24', 8307049, 10, 10),
('2024-09-07', 7458610, 4, 13),
('2022-09-12', 5372144, 18, 24),
('2024-11-03', 6386293, 9, 26),
('2025-07-03', 4261942, 10, 29),
('2025-02-02', 2948869, 5, 12),
('2024-04-03', 7193275, 10, 25),
('2025-01-19', 7543660, 20, 2),
('2025-06-29', 3250233, 15, 9),
('2022-10-20', 6861818, 17, 30),
('2025-10-23', 3033666, 16, 30),
('2023-01-14', 1520600, 12, 11),
('2025-08-19', 3712498, 10, 22),
('2022-12-22', 2866495, 3, 16),
('2024-01-20', 3956849, 4, 8),
('2024-11-13', 5327765, 7, 15),
('2023-09-30', 8665762, 15, 6),
('2024-09-21', 1284870, 14, 27),
('2025-06-28', 2321958, 4, 1),
('2025-09-23', 4878055, 8, 25),
('2024-05-12', 6788331, 20, 17),
('2025-05-05', 7250799, 12, 6),
('2022-03-11', 6988176, 17, 1),
('2024-09-25', 7386085, 15, 15),
('2024-07-18', 8827252, 3, 18),
